"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"1246","FName1246","LName1246","19-12-1999","Male","BCA","1346","Street4","Shoba Lake Apts","Pune","600001","9003428822","Apple","15054.82"
"1247","FName1247","LName1247","20-12-1999","Female","MCA","1347","Street5","Kingpin Apts","Bangalore","560102","9003428827","Infosys","6844.15"
"1248","FName1248","LName1248","21-12-1999","Female","MBA","1348","Street2","Prestige Lake City","Hyderabad","560102","9003428835","Google","26049.78"
"1249","FName1249","LName1249","22-12-1999","Male","B.Tech","1349","Street5","Kingpin Apts","Bangalore","560102","9003428836","Infosys","46250.71"
"1250","FName1250","LName1250","23-12-1999","Female","M.Tech","1350","Street1","ABC Building","Chennai","560102","9003428842","Intel","74968.13"
"1251","FName1251","LName1251","24-12-1999","Male","BBA","1351","Street3","Brigade Towers","Mumbai","400001","9003428843","Microsoft","73238.81"
"1252","FName1252","LName1252","25-12-1999","Male","BE","1352","Street2","Prestige Lake City","Hyderabad","560102","9003428849","Google","43845.82"
"1253","FName1253","LName1253","26-12-1999","Female","B.Com","1353","Street5","Kingpin Apts","Bangalore","560102","9003428855","Infosys","40611.59"
"1254","FName1254","LName1254","27-12-1999","Female","B.Sc","1354","Street3","Brigade Towers","Mumbai","400001","9003428859","Microsoft","2492.54"
"1255","FName1255","LName1255","28-12-1999","Female","BCA","1355","Street1","ABC Building","Chennai","560102","9003428866","Intel","70895.01"
"1256","FName1256","LName1256","29-12-1999","Male","MCA","1356","Street2","Prestige Lake City","Hyderabad","560102","9003428870","Google","71321.81"
"1257","FName1257","LName1257","30-12-1999","Female","MBA","1357","Street3","Brigade Towers","Mumbai","400001","9003428873","Microsoft","84198.14"
"1258","FName1258","LName1258","31-12-1999","Female","B.Tech","1358","Street4","Shoba Lake Apts","Pune","600001","9003428878","Apple","61143.74"
"1259","FName1259","LName1259","1/1/2000","Male","M.Tech","1359","Street5","Kingpin Apts","Bangalore","560102","9003428881","Infosys","3027.62"
"1260","FName1260","LName1260","2/1/2000","Female","BBA","1360","Street1","ABC Building","Chennai","560102","9003428883","Intel","49232.8"
"1261","FName1261","LName1261","3/1/2000","Male","BE","1361","Street5","Kingpin Apts","Bangalore","560102","9003428885","Infosys","14780.69"
"1262","FName1262","LName1262","4/1/2000","Male","B.Com","1362","Street4","Shoba Lake Apts","Pune","600001","9003428887","Apple","10094.07"
"1263","FName1263","LName1263","5/1/2000","Female","B.Sc","1363","Street3","Brigade Towers","Mumbai","400001","9003428888","Microsoft","5029.84"
"1264","FName1264","LName1264","6/1/2000","Female","BCA","1364","Street2","Prestige Lake City","Hyderabad","560102","9003428888","Google","120043.1"
"1265","FName1265","LName1265","7/1/2000","Female","MCA","1365","Street1","ABC Building","Chennai","560102","9003428895","Intel","26029.41"
"1266","FName1266","LName1266","8/1/2000","Male","MBA","1366","Street3","Brigade Towers","Mumbai","400001","9003428897","Microsoft","42370.61"
"1267","FName1267","LName1267","9/1/2000","Female","B.Tech","1367","Street5","Kingpin Apts","Bangalore","560102","9003428901","Infosys","609.76"
"1268","FName1268","LName1268","10/1/2000","Female","M.Tech","1368","Street2","Prestige Lake City","Hyderabad","560102","9003428902","Google","109803.81"
"1269","FName1269","LName1269","11/1/2000","Male","BBA","1369","Street3","Brigade Towers","Mumbai","400001","9003428906","Microsoft","19777.71"
"1270","FName1270","LName1270","12/1/2000","Female","BE","1370","Street1","ABC Building","Chennai","560102","9003428912","Intel","10464.39"
"1271","FName1271","LName1271","13-01-2000","Male","B.Com","1371","Street5","Kingpin Apts","Bangalore","560102","9003428913","Infosys","3617.94"
"1272","FName1272","LName1272","14-01-2000","Male","B.Sc","1372","Street2","Prestige Lake City","Hyderabad","560102","9003428914","Google","61940.15"
"1273","FName1273","LName1273","15-01-2000","Female","BCA","1373","Street5","Kingpin Apts","Bangalore","560102","9003428923","Infosys","29947.5"
"1274","FName1274","LName1274","16-01-2000","Female","MCA","1374","Street4","Shoba Lake Apts","Pune","600001","9003428929","Apple","110354.25"
"1275","FName1275","LName1275","17-01-2000","Female","MBA","1375","Street1","ABC Building","Chennai","560102","9003428934","Intel","38371.67"
"1276","FName1276","LName1276","18-01-2000","Male","B.Tech","1376","Street2","Prestige Lake City","Hyderabad","560102","9003428938","Google","123264.3"
"1277","FName1277","LName1277","19-01-2000","Female","M.Tech","1377","Street5","Kingpin Apts","Bangalore","560102","9003428944","Infosys","17599.71"
"1278","FName1278","LName1278","20-01-2000","Female","BBA","1378","Street3","Brigade Towers","Mumbai","400001","9003428950","Microsoft","1510.35"
"1279","FName1279","LName1279","21-01-2000","Male","BE","1379","Street5","Kingpin Apts","Bangalore","560102","9003428955","Infosys","46629.95"
"1280","FName1280","LName1280","22-01-2000","Female","B.Com","1380","Street1","ABC Building","Chennai","560102","9003428961","Intel","79532.53"
"1281","FName1281","LName1281","23-01-2000","Male","B.Sc","1381","Street3","Brigade Towers","Mumbai","400001","9003428964","Microsoft","28502.79"
"1282","FName1282","LName1282","24-01-2000","Male","BCA","1382","Street4","Shoba Lake Apts","Pune","600001","9003428968","Apple","5269.38"
"1283","FName1283","LName1283","25-01-2000","Female","MCA","1383","Street5","Kingpin Apts","Bangalore","560102","9003428970","Infosys","26053.45"
"1284","FName1284","LName1284","26-01-2000","Female","MBA","1384","Street2","Prestige Lake City","Hyderabad","560102","9003428973","Google","86719.31"
"1285","FName1285","LName1285","27-01-2000","Female","B.Tech","1385","Street1","ABC Building","Chennai","560102","9003428980","Intel","18170.35"
"1286","FName1286","LName1286","28-01-2000","Male","M.Tech","1386","Street4","Shoba Lake Apts","Pune","600001","9003428984","Apple","23631.95"
"1287","FName1287","LName1287","29-01-2000","Female","BBA","1387","Street3","Brigade Towers","Mumbai","400001","9003428992","Microsoft","10562.67"
"1288","FName1288","LName1288","30-01-2000","Female","BE","1388","Street2","Prestige Lake City","Hyderabad","560102","9003428998","Google","33051.08"
"1289","FName1289","LName1289","31-01-2000","Male","B.Com","1389","Street5","Kingpin Apts","Bangalore","560102","9003429006","Infosys","31799.98"
"1290","FName1290","LName1290","1/2/2000","Female","B.Sc","1390","Street1","ABC Building","Chennai","560102","9003429013","Intel","61034.21"
"1291","FName1291","LName1291","2/2/2000","Male","BCA","1391","Street5","Kingpin Apts","Bangalore","560102","9003429020","Infosys","20793.4"
"1292","FName1292","LName1292","3/2/2000","Male","MCA","1392","Street2","Prestige Lake City","Hyderabad","560102","9003429029","Google","115951.11"
"1293","FName1293","LName1293","4/2/2000","Female","MBA","1393","Street3","Brigade Towers","Mumbai","400001","9003429038","Microsoft","108188.51"
"1294","FName1294","LName1294","5/2/2000","Female","B.Tech","1394","Street4","Shoba Lake Apts","Pune","600001","9003429043","Apple","62507.02"
"1295","FName1295","LName1295","6/2/2000","Female","M.Tech","1395","Street1","ABC Building","Chennai","560102","9003429045","Intel","43241.31"
"1296","FName1296","LName1296","7/2/2000","Male","BBA","1396","Street2","Prestige Lake City","Hyderabad","560102","9003429047","Google","138726.81"
"1297","FName1297","LName1297","8/2/2000","Female","BE","1397","Street5","Kingpin Apts","Bangalore","560102","9003429051","Infosys","23078.9"
"1298","FName1298","LName1298","9/2/2000","Female","B.Com","1398","Street4","Shoba Lake Apts","Pune","600001","9003429054","Apple","29205.2"
"1299","FName1299","LName1299","10/2/2000","Male","B.Sc","1399","Street3","Brigade Towers","Mumbai","400001","9003429061","Microsoft","9601.95"
"1300","FName1300","LName1300","11/2/2000","Female","BCA","1400","Street1","ABC Building","Chennai","560102","9003429070","Intel","11051.65"
"1301","FName1301","LName1301","12/2/2000","Male","MCA","1401","Street5","Kingpin Apts","Bangalore","560102","9003429078","Infosys","26260.77"
"1302","FName1302","LName1302","13-02-2000","Male","MBA","1402","Street3","Brigade Towers","Mumbai","400001","9003429086","Microsoft","94069.04"
"1303","FName1303","LName1303","14-02-2000","Female","B.Tech","1403","Street5","Kingpin Apts","Bangalore","560102","9003429089","Infosys","7474.9"
"1304","FName1304","LName1304","15-02-2000","Female","M.Tech","1404","Street2","Prestige Lake City","Hyderabad","560102","9003429093","Google","13684.54"
"1305","FName1305","LName1305","16-02-2000","Female","BBA","1405","Street1","ABC Building","Chennai","560102","9003429096","Intel","30884.67"
"1306","FName1306","LName1306","17-02-2000","Male","BE","1406","Street4","Shoba Lake Apts","Pune","600001","9003429100","Apple","88352.92"
"1307","FName1307","LName1307","18-02-2000","Female","B.Com","1407","Street5","Kingpin Apts","Bangalore","560102","9003429102","Infosys","26368.75"
"1308","FName1308","LName1308","19-02-2000","Female","B.Sc","1408","Street2","Prestige Lake City","Hyderabad","560102","9003429111","Google","126718.4"
"1309","FName1309","LName1309","20-02-2000","Male","BCA","1409","Street5","Kingpin Apts","Bangalore","560102","9003429115","Infosys","44887.17"
"1310","FName1310","LName1310","21-02-2000","Female","MCA","1410","Street1","ABC Building","Chennai","560102","9003429115","Intel","3977.53"
"1311","FName1311","LName1311","22-02-2000","Male","MBA","1411","Street3","Brigade Towers","Mumbai","400001","9003429125","Microsoft","28666.85"
"1312","FName1312","LName1312","23-02-2000","Male","B.Tech","1412","Street2","Prestige Lake City","Hyderabad","560102","9003429130","Google","69431.05"
"1313","FName1313","LName1313","24-02-2000","Female","M.Tech","1413","Street5","Kingpin Apts","Bangalore","560102","9003429138","Infosys","3951.03"
"1314","FName1314","LName1314","25-02-2000","Female","BBA","1414","Street3","Brigade Towers","Mumbai","400001","9003429145","Microsoft","102885.45"
"1315","FName1315","LName1315","26-02-2000","Female","BE","1415","Street1","ABC Building","Chennai","560102","9003429153","Intel","41762.43"
"1316","FName1316","LName1316","27-02-2000","Male","B.Com","1416","Street2","Prestige Lake City","Hyderabad","560102","9003429156","Google","11136.79"
"1317","FName1317","LName1317","28-02-2000","Female","B.Sc","1417","Street3","Brigade Towers","Mumbai","400001","9003429165","Microsoft","59458.32"
"1318","FName1318","LName1318","29-02-2000","Female","BCA","1418","Street4","Shoba Lake Apts","Pune","600001","9003429169","Apple","5752.83"
"1319","FName1319","LName1319","1/3/2000","Male","MCA","1419","Street5","Kingpin Apts","Bangalore","560102","9003429172","Infosys","14018.18"
"1320","FName1320","LName1320","2/3/2000","Female","MBA","1420","Street1","ABC Building","Chennai","560102","9003429180","Intel","66608.97"
"1321","FName1321","LName1321","3/3/2000","Male","B.Tech","1421","Street5","Kingpin Apts","Bangalore","560102","9003429184","Infosys","27492.3"
"1322","FName1322","LName1322","4/3/2000","Male","M.Tech","1422","Street4","Shoba Lake Apts","Pune","600001","9003429189","Apple","55100.55"
"1323","FName1323","LName1323","5/3/2000","Female","BBA","1423","Street3","Brigade Towers","Mumbai","400001","9003429193","Microsoft","68359.14"
"1324","FName1324","LName1324","6/3/2000","Female","BE","1424","Street2","Prestige Lake City","Hyderabad","560102","9003429195","Google","53508.78"
"1325","FName1325","LName1325","7/3/2000","Female","B.Com","1425","Street1","ABC Building","Chennai","560102","9003429198","Intel","18478.88"
"1326","FName1326","LName1326","8/3/2000","Male","B.Sc","1426","Street3","Brigade Towers","Mumbai","400001","9003429204","Microsoft","87202.98"
"1327","FName1327","LName1327","9/3/2000","Female","BCA","1427","Street5","Kingpin Apts","Bangalore","560102","9003429209","Infosys","24928.77"
"1328","FName1328","LName1328","10/3/2000","Female","MCA","1428","Street2","Prestige Lake City","Hyderabad","560102","9003429216","Google","42997.72"
"1329","FName1329","LName1329","11/3/2000","Male","MBA","1429","Street3","Brigade Towers","Mumbai","400001","9003429217","Microsoft","92028.78"
"1330","FName1330","LName1330","12/3/2000","Female","B.Tech","1430","Street1","ABC Building","Chennai","560102","9003429219","Intel","75129.91"
"1331","FName1331","LName1331","13-03-2000","Male","M.Tech","1431","Street5","Kingpin Apts","Bangalore","560102","9003429226","Infosys","42458.14"
"1332","FName1332","LName1332","14-03-2000","Male","BBA","1432","Street2","Prestige Lake City","Hyderabad","560102","9003429233","Google","9280.08"
"1333","FName1333","LName1333","15-03-2000","Female","BE","1433","Street5","Kingpin Apts","Bangalore","560102","9003429240","Infosys","34769.55"
"1334","FName1334","LName1334","16-03-2000","Female","B.Com","1434","Street4","Shoba Lake Apts","Pune","600001","9003429247","Apple","103758.19"
"1335","FName1335","LName1335","17-03-2000","Female","B.Sc","1435","Street1","ABC Building","Chennai","560102","9003429253","Intel","12422.99"
"1336","FName1336","LName1336","18-03-2000","Male","BCA","1436","Street2","Prestige Lake City","Hyderabad","560102","9003429258","Google","56095.56"
"1337","FName1337","LName1337","19-03-2000","Female","MCA","1437","Street5","Kingpin Apts","Bangalore","560102","9003429265","Infosys","38729.6"
"1338","FName1338","LName1338","20-03-2000","Female","MBA","1438","Street3","Brigade Towers","Mumbai","400001","9003429268","Microsoft","105317.98"
"1339","FName1339","LName1339","21-03-2000","Male","B.Tech","1439","Street5","Kingpin Apts","Bangalore","560102","9003429273","Infosys","31655.85"
"1340","FName1340","LName1340","22-03-2000","Female","M.Tech","1440","Street1","ABC Building","Chennai","560102","9003429277","Intel","59689.56"
"1341","FName1341","LName1341","23-03-2000","Male","BBA","1441","Street3","Brigade Towers","Mumbai","400001","9003429279","Microsoft","99842.44"
"1342","FName1342","LName1342","24-03-2000","Male","BE","1442","Street4","Shoba Lake Apts","Pune","600001","9003429285","Apple","62555.1"
"1343","FName1343","LName1343","25-03-2000","Female","B.Com","1443","Street5","Kingpin Apts","Bangalore","560102","9003429292","Infosys","21764.37"
"1344","FName1344","LName1344","26-03-2000","Female","B.Sc","1444","Street2","Prestige Lake City","Hyderabad","560102","9003429294","Google","131864.07"
"1345","FName1345","LName1345","27-03-2000","Female","BCA","1445","Street1","ABC Building","Chennai","560102","9003429294","Intel","84676.79"
"1346","FName1346","LName1346","28-03-2000","Male","MCA","1446","Street4","Shoba Lake Apts","Pune","600001","9003429297","Apple","20896.69"
"1347","FName1347","LName1347","29-03-2000","Female","MBA","1447","Street3","Brigade Towers","Mumbai","400001","9003429300","Microsoft","88469.57"
"1348","FName1348","LName1348","30-03-2000","Female","B.Tech","1448","Street2","Prestige Lake City","Hyderabad","560102","9003429309","Google","42862.31"
"1349","FName1349","LName1349","31-03-2000","Male","M.Tech","1449","Street5","Kingpin Apts","Bangalore","560102","9003429309","Infosys","48872.31"
"1350","FName1350","LName1350","1/4/2000","Female","BBA","1450","Street1","ABC Building","Chennai","560102","9003429310","Intel","52126.9"
"1351","FName1351","LName1351","2/4/2000","Male","BE","1451","Street5","Kingpin Apts","Bangalore","560102","9003429319","Infosys","20169.4"
"1352","FName1352","LName1352","3/4/2000","Male","B.Com","1452","Street2","Prestige Lake City","Hyderabad","560102","9003429320","Google","62650.56"
